listing_id,sentiment_score
1419,0.36251374285714283
2078,0.39937729592367344
2843,0.3490459438776977
5731,0.35977367711650493
8077,0.47839853053254416
10080,0.3989196325
13188,0.4055171050458717
13357,0.3721470335964911
13490,0.44702306855421686
14267,0.38989350290322583
14584,0.4245098069156626
16254,0.600238096
16611,0.16087963333333336
17158,0.280681824
17765,0.4177932523529411
18270,0.3897499082222224
18589,0.4225990860291772
18773,0.43013376709090906
18795,0.395932626236842
19527,0.42875965014
20085,0.4052119184305556
20566,0.42100705245283015
21912,0.35901504105798737
21913,0.3540353306730769
22128,0.36427749083333333
23691,0.39949186876066345
24460,0.3750522274153847
26047,0.44069203032258064
26234,0.18627055666666667
26654,0.3992392663157895
27423,0.4362841388461539
29059,0.3472717453713355
29061,0.37200298464285714
30420,-0.024572649333333335
30931,0.475
31847,0.366136048625
32746,0.32254202090624995
33150,0.38888484125
34715,0.46770833500000003
35304,0.4061278200537083
36301,0.3848975911764705
38118,0.2983394285714286
40456,0.359540506226415
41819,0.3661884556675533
41859,0.391939579375
41887,0.40431764609756105
42645,0.38880128035714295
43964,0.40653689889999994
44452,0.3635851926530612
44469,0.3465029805
45399,0.3520994459142667
45453,0.2049264461111111
45893,0.4302851733333333
46626,0.378286703
49736,0.42482336000000004
50110,0.43964975588235283
50479,0.32754161292134826
51616,0.39905678262499994
52573,0.4188637308695652
53428,0.44081479692307685
53471,0.39342405721311474
54261,0.4841237316216217
58484,0.374659678
60268,0.386026111111111
60585,0.4087378702608696
62472,0.4196040426000003
62545,0.4237667918181817
64003,0.4150158824687498
64641,0.389021025
64645,0.4181971681818182
65238,0.35827125547541
66249,0.3785311787922703
66365,0.41309537583211686
66541,0.4047786213958332
66892,0.42840341118592956
68510,0.4638215846666667
68514,0.15213095399999998
68517,0.3856427793415205
68894,0.4246177581326532
69464,0.40037738974999987
70453,0.5152591626315789
70801,0.4502578916666666
71451,0.4296757925668449
72659,0.33091405749999997
73171,0.39291887133333336
